time_s,gsr_us
362.536,20.813253
362.788,20.906344
363.040,20.813253
363.293,20.266272
363.545,20.000000
363.797,20.088235
364.050,20.266272
364.302,20.446429
364.554,20.446429
364.806,20.446429
365.058,20.176991
365.311,20.000000
365.563,20.000000
365.815,19.825073
366.068,20.266272
366.320,20.356083
366.572,20.356083
366.824,20.176991
367.077,20.000000
367.329,19.825073
367.582,19.912281
367.834,20.000000
368.087,20.266272
368.339,20.356083
368.591,20.000000
368.843,19.825073
369.096,19.738372
369.348,19.738372
369.600,19.912281
369.853,20.176991
370.105,20.176991
370.357,19.912281
370.609,19.652174
370.862,19.481268
371.114,19.566474
371.366,19.738372
371.619,20.000000
371.872,19.912281
372.124,19.738372
372.376,19.396552
372.629,19.312321
372.881,19.481268
373.134,19.825073
373.386,19.825073
373.638,19.825073
373.891,19.566474
374.143,19.396552
374.395,19.312321
374.648,19.312321
374.900,19.566474
375.152,19.738372
375.404,19.738372
375.656,19.481268
375.909,19.228571
376.161,19.145299
376.413,19.145299
376.665,19.396552
376.918,19.652174
377.170,19.481268
377.422,19.481268
377.674,19.062500
377.926,19.062500
378.179,18.980170
378.431,19.062500
378.683,19.396552
378.936,19.312321
379.188,19.396552
379.440,19.062500
379.693,18.816901
379.945,18.898305
380.198,19.145299
380.450,19.312321
380.702,19.312321
380.955,19.228571
381.207,18.898305
381.459,18.816901
381.712,18.898305
381.964,19.145299
382.216,19.228571
382.469,19.145299
382.721,18.980170
382.973,18.735955
383.226,18.655462
383.478,18.735955
383.730,18.816901
383.982,19.062500
384.235,19.228571
384.487,19.228571
384.739,19.062500
384.992,19.062500
385.244,19.145299
